userid,username,full_name,mediacount,followers,followees,biography,biography_hashtags,biography_mentions,business_category_name,blocked_by_viewer,followed_by_viewer,follows_viewer,requested_by_viewer,igtvcount,is_business_account,is_private,is_verified,external_url,profile_pic_url,profile_pic_url_no_iphone
63285310150,_karina_sarisunova,karinka🫀,86,7638,0,Я твой магнит 🩷,[],[],,False,False,False,False,0,False,False,False,https://www.youtube.com/@karina_sarisunova,https://instagram.fala2-1.fna.fbcdn.net/v/t51.2885-19/448259316_1578508049663629_3154451852797677240_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fala2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9QgVqH8lpp8Q7kNvgE92LlC&gid=b2cf5de303ce498693670640fd688913&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYC4BeXOdhoYLcRw6qqjAFmnAfDipPktxesrL_d31kcPgw&oe=66B34413&_nc_sid=8b3546,https://instagram.fala2-1.fna.fbcdn.net/v/t51.2885-19/448259316_1578508049663629_3154451852797677240_n.jpg?stp=dst-jpg_s320x320&_nc_ht=instagram.fala2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9QgVqH8lpp8Q7kNvgE92LlC&gid=b2cf5de303ce498693670640fd688913&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AYC4BeXOdhoYLcRw6qqjAFmnAfDipPktxesrL_d31kcPgw&oe=66B34413&_nc_sid=8b3546
